CrashDate,CrashTime,Borough,Cause,Count,Code
2/14/2020,18:34,QUEENS,Driver Inattention/Distraction,1,A420
2/14/2020,13:07,Unspecified,Failure to Yield Right-of-Way,1,A421
2/14/2020,20:45,BRONX,Unspecified,1,A422
2/14/2020,5:30,Unspecified,Unspecified,1,A423
2/14/2020,14:00,BROOKLYN,Driver Inattention/Distraction,1,A424
2/14/2020,16:00,QUEENS,Driver Inattention/Distraction,1,A425
2/14/2020,15:30,BROOKLYN,Unspecified,1,A426
2/14/2020,7:50,QUEENS,Failure to Yield Right-of-Way,1,A427
2/14/2020,8:20,MANHATTAN,Unspecified,1,A428
2/14/2020,6:17,MANHATTAN,Aggressive Driving/Road Rage,1,A429
2/14/2020,19:15,STATEN ISLAND,Passing or Lane Usage Improper,1,A430
2/14/2020,16:30,BROOKLYN,Following Too Closely,1,A431
2/14/2020,18:00,Unspecified,Pavement Slippery,1,A432
2/14/2020,9:03,Unspecified,Following Too Closely,1,A433
2/14/2020,10:45,Unspecified,Unsafe Speed,1,A434
2/14/2020,22:30,Unspecified,Passing or Lane Usage Improper,1,A435
2/14/2020,22:30,BROOKLYN,Fatigued/Drowsy,1,A436
2/14/2020,17:40,QUEENS,Backing Unsafely,1,A437
2/14/2020,12:20,MANHATTAN,Unspecified,1,A438
2/14/2020,8:12,Unspecified,Unspecified,1,A439
2/14/2020,6:35,QUEENS,View Obstructed/Limited,1,A440
2/14/2020,9:23,BROOKLYN,Driver Inattention/Distraction,1,A441
2/14/2020,18:55,QUEENS,Failure to Yield Right-of-Way,1,A442
2/14/2020,15:25,MANHATTAN,Unsafe Lane Changing,1,A443
2/14/2020,11:18,MANHATTAN,Driver Inattention/Distraction,1,A444
2/14/2020,1:50,BROOKLYN,Aggressive Driving/Road Rage,1,A445
2/14/2020,8:45,BROOKLYN,Driver Inattention/Distraction,1,A446
2/14/2020,3:30,MANHATTAN,Unspecified,1,A447
2/14/2020,4:20,BROOKLYN,Driver Inattention/Distraction,1,A448
2/14/2020,14:30,Unspecified,Unspecified,1,A449
2/14/2020,8:00,MANHATTAN,Unspecified,1,A450
2/14/2020,20:12,BRONX,Alcohol Involvement,1,A451
2/14/2020,17:15,QUEENS,Turning Improperly,1,A452
2/14/2020,4:30,QUEENS,Driver Inattention/Distraction,1,A453
2/14/2020,8:40,Unspecified,Driver Inattention/Distraction,1,A454
2/14/2020,18:00,Unspecified,Driver Inattention/Distraction,1,A455
2/14/2020,13:00,BROOKLYN,Driver Inattention/Distraction,1,A456
2/14/2020,19:10,QUEENS,Following Too Closely,1,A457
2/14/2020,16:05,MANHATTAN,Driver Inattention/Distraction,1,A458
2/14/2020,20:11,Unspecified,Failure to Yield Right-of-Way,1,A459
2/14/2020,16:50,BROOKLYN,View Obstructed/Limited,1,A460
2/14/2020,8:25,QUEENS,Following Too Closely,1,A461
2/14/2020,13:20,Unspecified,Driver Inattention/Distraction,1,A462
2/14/2020,12:50,BROOKLYN,Driver Inattention/Distraction,1,A463
2/14/2020,7:00,Unspecified,Driver Inattention/Distraction,1,A464
2/14/2020,16:25,QUEENS,Driver Inattention/Distraction,1,A465
2/14/2020,12:30,MANHATTAN,Driver Inattention/Distraction,1,A466
2/14/2020,9:20,Unspecified,Failure to Yield Right-of-Way,1,A467
2/14/2020,18:51,Unspecified,Following Too Closely,1,A468
2/14/2020,22:11,Unspecified,Failure to Keep Right,1,A469
2/14/2020,15:00,MANHATTAN,Unsafe Lane Changing,1,A470
2/14/2020,20:45,Unspecified,Unspecified,1,A471
2/14/2020,9:30,BROOKLYN,Following Too Closely,1,A472
2/14/2020,16:05,MANHATTAN,Other Vehicular,1,A473
2/14/2020,14:30,BRONX,Driver Inattention/Distraction,1,A474
2/14/2020,0:11,Unspecified,Driver Inexperience,1,A475
2/14/2020,2:30,Unspecified,Traffic Control Disregarded,1,A476
2/14/2020,14:00,Unspecified,Unspecified,1,A477
2/14/2020,1:35,Unspecified,Passing Too Closely,1,A478
2/14/2020,22:34,BROOKLYN,Unspecified,1,A479
2/14/2020,16:59,BRONX,Driver Inattention/Distraction,1,A480
2/14/2020,8:55,QUEENS,Failure to Yield Right-of-Way,1,A481
2/14/2020,12:30,MANHATTAN,Unspecified,1,A482
2/14/2020,10:10,Unspecified,Unspecified,1,A483
2/14/2020,19:35,STATEN ISLAND,Backing Unsafely,1,A484
2/14/2020,8:30,Unspecified,Driver Inattention/Distraction,1,A485
2/14/2020,9:34,BROOKLYN,Unspecified,1,A486
2/14/2020,7:55,Unspecified,Unspecified,1,A487
2/14/2020,15:45,Unspecified,Unspecified,1,A488
2/14/2020,11:30,BROOKLYN,Unspecified,1,A489
2/14/2020,15:50,BROOKLYN,Driver Inattention/Distraction,1,A490
2/14/2020,18:15,Unspecified,Following Too Closely,1,A491
2/14/2020,15:20,MANHATTAN,Backing Unsafely,1,A492
2/14/2020,19:20,Unspecified,Unspecified,1,A493
2/14/2020,7:10,MANHATTAN,Passing Too Closely,1,A494
2/14/2020,10:40,Unspecified,Following Too Closely,1,A495
2/14/2020,10:30,Unspecified,Unspecified,1,A496
2/14/2020,16:30,Unspecified,Following Too Closely,1,A497
2/14/2020,17:25,BROOKLYN,Failure to Yield Right-of-Way,1,A498
2/14/2020,14:35,Unspecified,Following Too Closely,1,A499
2/14/2020,9:00,QUEENS,Backing Unsafely,1,A500
2/14/2020,15:00,BROOKLYN,Other Vehicular,1,A501
2/14/2020,9:15,Unspecified,Unsafe Lane Changing,1,A502
2/14/2020,22:42,MANHATTAN,Unspecified,1,A503
2/14/2020,18:40,BRONX,Unspecified,1,A504
2/14/2020,2:19,BRONX,Driver Inattention/Distraction,1,A505
2/14/2020,0:50,BRONX,Unspecified,1,A506
2/14/2020,14:15,BRONX,Failure to Yield Right-of-Way,1,A507
2/14/2020,12:02,BRONX,Unspecified,1,A508
2/14/2020,9:16,BROOKLYN,Backing Unsafely,1,A509
2/14/2020,17:50,Unspecified,Following Too Closely,1,A510
2/14/2020,21:00,MANHATTAN,Failure to Yield Right-of-Way,1,A511
2/14/2020,11:00,MANHATTAN,Unspecified,1,A512
2/14/2020,19:47,QUEENS,Following Too Closely,1,A513
2/14/2020,20:00,Unspecified,Aggressive Driving/Road Rage,1,A514
2/14/2020,16:35,BRONX,Driver Inattention/Distraction,1,A515
2/14/2020,0:00,MANHATTAN,Unspecified,1,A516
2/14/2020,8:37,Unspecified,Other Vehicular,1,A517
2/14/2020,12:07,Unspecified,Driver Inattention/Distraction,1,A518
2/14/2020,15:52,Unspecified,Passing or Lane Usage Improper,1,A519
2/14/2020,15:25,MANHATTAN,Unspecified,1,A520
2/14/2020,19:15,BROOKLYN,Following Too Closely,1,A521
2/14/2020,12:14,Unspecified,Driver Inattention/Distraction,1,A522
2/14/2020,6:12,Unspecified,Driver Inattention/Distraction,1,A523
2/14/2020,11:40,Unspecified,Unspecified,1,A524
2/14/2020,12:40,MANHATTAN,Other Vehicular,1,A525
2/14/2020,9:08,QUEENS,Driver Inattention/Distraction,1,A526
2/14/2020,20:34,BROOKLYN,Unspecified,1,A527
2/14/2020,7:30,Unspecified,Unspecified,1,A528
2/14/2020,10:45,QUEENS,Glare,1,A529
2/14/2020,13:00,QUEENS,Driver Inexperience,1,A530
2/14/2020,13:00,BROOKLYN,Unspecified,1,A531
2/14/2020,14:40,QUEENS,Driver Inattention/Distraction,1,A532
2/14/2020,11:00,MANHATTAN,Unspecified,1,A533
2/14/2020,9:20,MANHATTAN,Backing Unsafely,1,A534
2/14/2020,11:17,BRONX,Passenger Distraction,1,A535
2/14/2020,9:55,Unspecified,Following Too Closely,1,A536
2/14/2020,21:30,Unspecified,Driver Inattention/Distraction,1,A537
2/14/2020,14:11,BRONX,Following Too Closely,1,A538
2/14/2020,10:00,Unspecified,Failure to Yield Right-of-Way,1,A539
2/14/2020,18:05,Unspecified,Driver Inattention/Distraction,1,A540
2/14/2020,17:30,QUEENS,Failure to Yield Right-of-Way,1,A541
2/14/2020,8:54,BROOKLYN,Unsafe Lane Changing,1,A542
2/14/2020,22:51,QUEENS,Other Vehicular,1,A543
2/14/2020,12:00,Unspecified,Following Too Closely,1,A544
2/14/2020,12:50,QUEENS,Unspecified,1,A545
2/14/2020,15:45,QUEENS,Driver Inattention/Distraction,1,A546
2/14/2020,18:23,BRONX,Unspecified,1,A547
2/14/2020,21:12,Unspecified,Driver Inattention/Distraction,1,A548
2/14/2020,15:30,Unspecified,Driver Inattention/Distraction,1,A549
2/14/2020,10:53,QUEENS,Failure to Yield Right-of-Way,1,A550
2/14/2020,13:50,MANHATTAN,Driver Inattention/Distraction,1,A551
2/14/2020,14:57,Unspecified,Other Vehicular,1,A552
2/14/2020,19:10,MANHATTAN,Unsafe Lane Changing,1,A553
2/14/2020,12:20,MANHATTAN,Unspecified,1,A554
2/14/2020,6:50,QUEENS,Driver Inexperience,1,A555
2/14/2020,16:20,Unspecified,View Obstructed/Limited,1,A556
2/14/2020,1:50,BROOKLYN,Following Too Closely,1,A557
2/14/2020,8:00,QUEENS,Unspecified,1,A558
2/14/2020,8:20,QUEENS,Driverless/Runaway Vehicle,1,A559
2/14/2020,20:35,MANHATTAN,Unspecified,1,A560
2/14/2020,17:07,Unspecified,Following Too Closely,1,A561
2/14/2020,14:30,Unspecified,Driver Inattention/Distraction,1,A562
2/14/2020,16:28,BROOKLYN,Unspecified,1,A563
2/14/2020,11:50,STATEN ISLAND,Driver Inattention/Distraction,1,A564
2/14/2020,12:35,BROOKLYN,Driver Inattention/Distraction,1,A565
2/14/2020,16:15,Unspecified,Driver Inattention/Distraction,1,A566
2/14/2020,16:45,MANHATTAN,Following Too Closely,1,A567
2/14/2020,9:02,BRONX,Unspecified,1,A568
2/14/2020,13:06,Unspecified,Failure to Yield Right-of-Way,1,A569
2/14/2020,19:56,BROOKLYN,Passing or Lane Usage Improper,1,A570
2/14/2020,9:43,QUEENS,Passing or Lane Usage Improper,1,A571
2/14/2020,11:00,QUEENS,Backing Unsafely,1,A572
2/14/2020,9:30,BROOKLYN,Unsafe Speed,1,A573
2/14/2020,15:09,Unspecified,Following Too Closely,1,A574
2/14/2020,15:05,STATEN ISLAND,Reaction to Uninvolved Vehicle,1,A575
2/14/2020,16:55,BRONX,Other Vehicular,1,A576
2/14/2020,14:48,Unspecified,Driver Inattention/Distraction,1,A577
2/14/2020,22:15,QUEENS,Other Vehicular,1,A578
2/14/2020,17:40,MANHATTAN,Driver Inattention/Distraction,1,A579
2/14/2020,10:15,BRONX,Following Too Closely,1,A580
2/14/2020,0:00,Unspecified,Driver Inattention/Distraction,1,A581
2/14/2020,19:00,BROOKLYN,Driver Inattention/Distraction,1,A582
2/14/2020,23:30,STATEN ISLAND,Alcohol Involvement,1,A583
2/14/2020,18:30,BROOKLYN,Following Too Closely,1,A584
2/14/2020,13:25,QUEENS,Driver Inattention/Distraction,1,A585
2/14/2020,17:00,QUEENS,Brakes Defective,1,A586
2/14/2020,16:00,QUEENS,Driver Inattention/Distraction,1,A587
2/14/2020,16:55,BRONX,Other Vehicular,1,A588
2/14/2020,14:48,Unspecified,Driver Inattention/Distraction,1,A589
2/14/2020,22:15,QUEENS,Other Vehicular,1,A590
1/13/2020,8:30,Unspecified,Driver Inattention/Distraction,1,A591
2/14/2020,17:40,MANHATTAN,Driver Inattention/Distraction,1,A592
2/14/2020,10:15,BRONX,Following Too Closely,1,A593
2/14/2020,0:00,Unspecified,Driver Inattention/Distraction,1,A594
2/14/2020,19:00,BROOKLYN,Driver Inattention/Distraction,1,A595
2/14/2020,23:30,STATEN ISLAND,Alcohol Involvement,1,A596
2/14/2020,18:30,BROOKLYN,Following Too Closely,1,A597
2/14/2020,13:25,QUEENS,Driver Inattention/Distraction,1,A598
2/14/2020,17:00,QUEENS,Brakes Defective,1,A599
2/14/2020,16:00,QUEENS,Driver Inattention/Distraction,1,A600
