CRASH DATE,CRASH TIME,BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,Count
12/24/2019,12:50,,Driver Inattention/Distraction,1
12/24/2019,6:55,BRONX,Driver Inattention/Distraction,1
12/24/2019,22:55,,Driver Inexperience,1
12/24/2019,11:25,STATEN ISLAND,Unsafe Speed,1
12/24/2019,14:45,BRONX,Unspecified,1
12/24/2019,20:00,,Following Too Closely,1
12/24/2019,16:17,,Backing Unsafely,1
12/24/2019,15:30,BROOKLYN,Backing Unsafely,1
12/24/2019,15:54,,Unspecified,1
12/24/2019,0:00,QUEENS,Tire Failure/Inadequate,1
12/24/2019,3:28,,Driver Inattention/Distraction,1
12/24/2019,14:45,BROOKLYN,Driver Inattention/Distraction,1
12/24/2019,17:40,BROOKLYN,Driver Inattention/Distraction,1
12/24/2019,17:00,,Driver Inattention/Distraction,1
12/24/2019,12:30,BRONX,Backing Unsafely,1
12/24/2019,13:30,BROOKLYN,Backing Unsafely,1
12/24/2019,15:30,,Driver Inattention/Distraction,1
12/24/2019,18:04,BROOKLYN,Other Vehicular,1
12/24/2019,23:20,,Driver Inattention/Distraction,1
12/24/2019,13:00,,Passing or Lane Usage Improper,1
12/24/2019,6:30,MANHATTAN,Passing or Lane Usage Improper,1
12/24/2019,22:02,BRONX,Driver Inattention/Distraction,1
12/24/2019,9:30,MANHATTAN,Driver Inattention/Distraction,1
12/24/2019,10:43,MANHATTAN,Driver Inattention/Distraction,1
12/24/2019,15:40,,Following Too Closely,1
12/24/2019,18:30,BROOKLYN,Traffic Control Disregarded,1
12/24/2019,8:20,,Other Vehicular,1
12/24/2019,16:04,BRONX,Failure to Yield Right-of-Way,1
12/24/2019,11:45,,Driver Inattention/Distraction,1
12/24/2019,12:35,QUEENS,Driver Inattention/Distraction,1
12/24/2019,8:00,QUEENS,Unspecified,1
12/24/2019,17:15,,Driver Inattention/Distraction,1
12/24/2019,20:29,BRONX,Unsafe Lane Changing,1
12/24/2019,14:00,,Following Too Closely,1
12/24/2019,9:00,,Driver Inattention/Distraction,1
12/24/2019,13:37,,Unspecified,1
12/24/2019,1:15,BRONX,Glare,1
12/24/2019,9:00,BROOKLYN,Passing Too Closely,1
12/24/2019,12:10,QUEENS,Driver Inexperience,1
12/24/2019,15:18,,Failure to Yield Right-of-Way,1
12/24/2019,14:25,,Unspecified,1
12/24/2019,0:35,,Driver Inattention/Distraction,1
